Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,OTROS,MÉXICO,3.80%,-0.47%,7.39%
E15D6,COACALCO DE BERRIOZABAL,OTROS,MÉXICO,3.09%,0,6.72%
E15D37,CUAUTITLAN,OTROS,MÉXICO,3.54%,0,8.81%
E15D7,CUAUTITLAN IZCALLI,OTROS,MÉXICO,3.37%,0,7.82%
E15D10,ECATEPEC DE MORELOS,OTROS,MÉXICO,3.92%,0,8.64%
E15D11,ECATEPEC DE MORELOS,OTROS,MÉXICO,4.03%,0,8.52%
E15D13,ECATEPEC DE MORELOS,OTROS,MÉXICO,4.49%,0,10.94%
E15D16,ECATEPEC DE MORELOS,OTROS,MÉXICO,4.27%,0,10.37%
E15D17,ECATEPEC DE MORELOS,OTROS,MÉXICO,4.44%,0,10.33%
E15D18,HUIXQUILUCAN DE DEGOLLADO,OTROS,MÉXICO,5.01%,0,11.73%
E15D12,IXTAPALUCA,OTROS,MÉXICO,4.37%,0,9.96%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,OTROS,MÉXICO,6.95%,0,15.05%
E15D23,LERMA DE VILLADA,OTROS,MÉXICO,5.22%,0,11.29%
E15D39,LOS REYES ACAQUILPAN,OTROS,MÉXICO,3.78%,0,9.78%
E15D27,METEPEC,OTROS,MÉXICO,5.13%,0,11.58%
E15D22,NAUCALPAN DE JUAREZ,OTROS,MÉXICO,5.02%,0,10.82%
E15D24,NAUCALPAN DE JUAREZ,OTROS,MÉXICO,4.96%,0,10.90%
E15D4,NICOLAS ROMERO,OTROS,MÉXICO,4.07%,0,9.02%
E15D41,OJO DE AGUA,OTROS,MÉXICO,3.80%,0,11.49%
E15D9,SAN FELIPE DEL PROGRESO,OTROS,MÉXICO,6.48%,0,14.86%
E15D40,SAN MIGUEL ZINACANTEPEC,OTROS,MÉXICO,4.83%,0,11.96%
E15D2,SANTA MARIA TULTEPEC,OTROS,MÉXICO,4.10%,0,9.35%
E15D36,TEJUPILCO DE HIDALGO,OTROS,MÉXICO,4.54%,0,10.38%
E15D35,TENANCINGO DE DEGOLLADO,OTROS,MÉXICO,5.66%,0,12.22%
E15D5,TEOTIHUACAN DE ARISTA,OTROS,MÉXICO,4.99%,0,12.33%
E15D38,TEXCOCO DE MORA,OTROS,MÉXICO,3.02%,0,7.32%
E15D19,TLALNEPANTLA DE BAZ,OTROS,MÉXICO,5.02%,0,10.50%
E15D26,TOLUCA DE LERDO,OTROS,MÉXICO,6.04%,0,12.86%
E15D34,TOLUCA DE LERDO,OTROS,MÉXICO,6.08%,0,13.77%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,OTROS,MÉXICO,3.98%,0,8.40%
E15D32,VALLE DE CHALCO SOLIDARIDAD,OTROS,MÉXICO,4.98%,2.20%,7.32%
E15D28,ZUMPANGO DE OCAMPO,OTROS,MÉXICO,5.68%,0,13.19%
E18D3,COMPOSTELA,OTROS,NAYARIT,3.72%,0,10.39%
E18D1,SANTIAGO IXCUINTLA,OTROS,NAYARIT,2.47%,0,8.57%
E18D2,TEPIC,OTROS,NAYARIT,2.40%,0,8.45%
E19D2,APODACA,OTROS,NUEVO LEÓN,4.01%,0,10.71%
E19D12,BENITO JUAREZ,OTROS,NUEVO LEÓN,4.25%,0,11.07%
E19D7,GARCIA,OTROS,NUEVO LEÓN,4.91%,0,11.57%
E19D3,GRAL. ESCOBEDO,OTROS,NUEVO LEÓN,3.36%,0,8.73%
E19D11,GUADALUPE,OTROS,NUEVO LEÓN,3.97%,0,11.68%
E19D8,GUADALUPE,OTROS,NUEVO LEÓN,4.35%,0,9.75%
E19D9,LINARES,OTROS,NUEVO LEÓN,4.44%,0,11.83%
E19D10,MONTERREY,OTROS,NUEVO LEÓN,4.83%,0,10.51%
E19D5,MONTERREY,OTROS,NUEVO LEÓN,6.65%,0,14.96%
E19D6,MONTERREY,OTROS,NUEVO LEÓN,5.17%,0,10.68%
E19D4,SAN NICOLAS DE LOS GARZA,OTROS,NUEVO LEÓN,3.61%,0,8.17%
E19D1,SANTA CATARINA,OTROS,NUEVO LEÓN,3.86%,0,8.18%
E20D7,CIUDAD IXTEPEC,OTROS,OAXACA,3.63%,0,11.32%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,OTROS,OAXACA,2.93%,0,8.99%
E20D6,HEROICA CIUDAD DE TLAXIACO,OTROS,OAXACA,3.00%,0,8.19%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,OTROS,OAXACA,4.72%,0,14.24%
E20D8,OAXACA DE JUAREZ,OTROS,OAXACA,3.52%,0,9.17%
E20D9,PUERTO ESCONDIDO,OTROS,OAXACA,4.03%,0,10.38%
E20D5,SALINA CRUZ,OTROS,OAXACA,3.43%,0,10.19%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,OTROS,OAXACA,2.18%,0,8.33%
E20D2,TEOTITLAN DE FLORES MAGON,OTROS,OAXACA,3.21%,0,9.62%
E20D4,TLACOLULA DE MATAMOROS,OTROS,OAXACA,4.03%,0,8.92%
E21D14,ACATLAN DE OSORIO,OTROS,PUEBLA,1.76%,0,10.37%
E21D4,AJALPAN,OTROS,PUEBLA,4.80%,0,13.80%
E21D13,ATLIXCO,OTROS,PUEBLA,2.82%,0,10.01%
E21D10,CHOLULA DE RIVADAVIA,OTROS,PUEBLA,2.95%,0,6.06%
E21D8,CIUDAD SERDAN,OTROS,PUEBLA,4.13%,0,11.11%
E21D2,CUAUTILULCO BARRIO,OTROS,PUEBLA,4.24%,0,13.37%
E21D11,HEROICA PUEBLA DE ZARAGOZA,OTROS,PUEBLA,3.18%,0,8.68%
E21D12,HEROICA PUEBLA DE ZARAGOZA,OTROS,PUEBLA,3.61%,0,9.67%
E21D6,HEROICA PUEBLA DE ZARAGOZA,OTROS,PUEBLA,3.05%,0,8.55%
E21D9,HEROICA PUEBLA DE ZARAGOZA,OTROS,PUEBLA,3.29%,0,7.79%
E21D1,HUAUCHINANGO DE DEGOLLADO,OTROS,PUEBLA,4.06%,0,14.07%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,OTROS,PUEBLA,3.86%,0,10.88%
E21D15,TEHUACAN,OTROS,PUEBLA,3.57%,0,9.60%
E21D7,TEPEACA,OTROS,PUEBLA,3.33%,0,11.29%
E21D3,TEZIUTLAN,OTROS,PUEBLA,5.60%,0,15.09%
E22D1,CADEREYTA DE MONTES,OTROS,QUERÉTARO,7.62%,0,17.35%
E22D5,EL PUEBLITO,OTROS,QUERÉTARO,3.50%,0,9.53%
E22D2,SAN JUAN DEL RIO,OTROS,QUERÉTARO,4.30%,0,10.18%
E22D3,SANTIAGO DE QUERETARO,OTROS,QUERÉTARO,4.73%,0,11.53%
E22D4,SANTIAGO DE QUERETARO,OTROS,QUERÉTARO,4.93%,0,13.28%
E23D3,CANCUN,OTROS,QUINTANA ROO,2.98%,0,6.04%
E23D4,CANCUN,OTROS,QUINTANA ROO,3.49%,-0.53%,6.87%
E23D2,CHETUMAL,OTROS,QUINTANA ROO,3.19%,0,10.09%
E23D1,PLAYA DEL CARMEN,OTROS,QUINTANA ROO,2.71%,0,11.84%
E24D4,CIUDAD VALLES,OTROS,SAN LUIS POTOSÍ,5.50%,0,11.78%
E24D1,MATEHUALA,OTROS,SAN LUIS POTOSÍ,6.63%,0,14.88%
E24D3,RIOVERDE,OTROS,SAN LUIS POTOSÍ,5.63%,0,15.10%
E24D5,SAN LUIS POTOSI,OTROS,SAN LUIS POTOSÍ,4.42%,0,9.65%
E24D6,SAN LUIS POTOSI,OTROS,SAN LUIS POTOSÍ,4.22%,1.27%,6.69%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,OTROS,SAN LUIS POTOSÍ,4.97%,0,10.42%
E24D7,TAMAZUNCHALE,OTROS,SAN LUIS POTOSÍ,6.70%,-0.85%,13.03%
E25D5,CULIACAN DE ROSALES,OTROS,SINALOA,0.97%,0,8.74%
E25D7,CULIACAN DE ROSALES,OTROS,SINALOA,1.59%,0,11.23%
E25D3,GUAMUCHIL,OTROS,SINALOA,1.88%,0,11.67%
E25D4,GUASAVE,OTROS,SINALOA,2.36%,0,12.83%
E25D2,LOS MOCHIS,OTROS,SINALOA,2.37%,0,14.55%
E25D1,MAZATLAN,OTROS,SINALOA,1.75%,0,13.10%
E25D6,MAZATLAN,OTROS,SINALOA,1.01%,0,11.01%
E26D6,CD. OBREGON,OTROS,SONORA,3.53%,0,11.58%
E26D4,GUAYMAS,OTROS,SONORA,4.71%,0,14.65%
E26D3,HERMOSILLO,OTROS,SONORA,3.65%,0,13.20%
E26D5,HERMOSILLO,OTROS,SONORA,3.20%,0,13.83%
E26D7,NAVOJOA,OTROS,SONORA,4.47%,0,13.04%
E26D2,NOGALES,OTROS,SONORA,4.68%,0,12.24%
E26D1,SAN LUIS RIO COLORADO,OTROS,SONORA,3.74%,0,10.87%
E27D3,COMALCALCO,OTROS,TABASCO,2.20%,0,5.96%
E27D2,HEROICA CARDENAS,OTROS,TABASCO,1.90%,0,5.27%
E27D1,MACUSPANA,OTROS,TABASCO,3.21%,0,7.74%
E27D5,PARAISO,OTROS,TABASCO,3.05%,0,8.64%
E27D4,VILLAHERMOSA,OTROS,TABASCO,3.33%,0,7.35%
E27D6,VILLAHERMOSA,OTROS,TABASCO,4.18%,0,10.81%
E28D7,CIUDAD MADERO,OTROS,TAMAULIPAS,3.00%,0,11.12%
E28D6,CIUDAD MANTE,OTROS,TAMAULIPAS,3.22%,0,12.16%
E28D5,CIUDAD VICTORIA,OTROS,TAMAULIPAS,2.85%,0,13.31%
E28D4,H. MATAMOROS,OTROS,TAMAULIPAS,2.67%,0,11.44%
E28D1,NUEVO LAREDO,OTROS,TAMAULIPAS,3.60%,0,14.12%
E28D2,REYNOSA,OTROS,TAMAULIPAS,2.86%,0,11.03%
E28D9,REYNOSA,OTROS,TAMAULIPAS,2.17%,0,8.44%
E28D3,RIO BRAVO,OTROS,TAMAULIPAS,3.38%,0,14.94%
E28D8,TAMPICO,OTROS,TAMAULIPAS,2.14%,0,7.72%
E29D1,APIZACO,OTROS,TLAXCALA,2.66%,0,9.13%
E29D2,TLAXCALA DE XICOHTENCATL,OTROS,TLAXCALA,4.07%,0,8.91%
E29D3,ZACATELCO,OTROS,TLAXCALA,3.66%,0,7.60%
E30D9,COATEPEC,OTROS,VERACRUZ,3.38%,0,9.48%
E30D11,COATZACOALCOS,OTROS,VERACRUZ,2.89%,-0.25%,5.52%
E30D16,CORDOBA,OTROS,VERACRUZ,2.34%,0,8.65%
E30D17,COSAMALOAPAN,OTROS,VERACRUZ,2.17%,0,7.47%
E30D20,COSOLEACAQUE,OTROS,VERACRUZ,1.84%,0,10.12%
E30D13,HUATUSCO,OTROS,VERACRUZ,2.67%,0,7.28%
E30D7,MARTINEZ DE LA TORRE,OTROS,VERACRUZ,2.93%,0,8.94%
E30D14,MINATITLAN,OTROS,VERACRUZ,2.27%,0,8.76%
E30D15,ORIZABA,OTROS,VERACRUZ,3.22%,0,8.83%
E30D1,PANUCO,OTROS,VERACRUZ,4.35%,0,12.30%
E30D6,PAPANTLA DE OLARTE,OTROS,VERACRUZ,2.66%,0,8.95%
E30D5,POZA RICA DE HIDALGO,OTROS,VERACRUZ,1.73%,0,6.62%
E30D19,SAN ANDRES TUXTLA,OTROS,VERACRUZ,3.34%,0,8.43%
E30D2,TANTOYUCA,OTROS,VERACRUZ,3.21%,0,9.57%
E30D3,TUXPAN DE RODRIGUEZ CANO,OTROS,VERACRUZ,2.55%,0,11.20%
E30D12,VERACRUZ,OTROS,VERACRUZ,3.04%,0,8.06%
E30D4,VERACRUZ,OTROS,VERACRUZ,2.25%,0,7.17%
E30D10,XALAPA,OTROS,VERACRUZ,6.55%,2.89%,9.63%
E30D8,XALAPA,OTROS,VERACRUZ,3.47%,0,8.41%
E30D18,ZONGOLICA,OTROS,VERACRUZ,3.71%,0,9.35%
E31D3,MERIDA,OTROS,YUCATÁN,5.32%,0,15.42%
E31D4,MERIDA,OTROS,YUCATÁN,4.82%,0,14.28%
E31D2,PROGRESO,OTROS,YUCATÁN,3.17%,0,15.89%
E31D5,TICUL,OTROS,YUCATÁN,3.46%,0,17.99%
E31D1,VALLADOLID,OTROS,YUCATÁN,2.44%,0,15.56%
E32D1,FRESNILLO,OTROS,ZACATECAS,1.32%,0,10.80%
E32D4,GUADALUPE,OTROS,ZACATECAS,1.53%,0,10.38%
E32D2,JEREZ DE GARCIA SALINAS,OTROS,ZACATECAS,2.75%,0,14.14%
E32D3,ZACATECAS,OTROS,ZACATECAS,2.24%,0,11.07%
E1D2,AGUASCALIENTES,PVEM,AGUASCALIENTES,10.46%,0,21.47%
E1D3,AGUASCALIENTES,PVEM,AGUASCALIENTES,11.81%,0,24.01%
E1D1,JESUS MARIA,PVEM,AGUASCALIENTES,10.67%,0,23.70%
E2D3,ENSENADA,PVEM,BAJA CALIFORNIA,6.92%,0.74%,12.10%
E2D1,MEXICALI,PVEM,BAJA CALIFORNIA,7.43%,-0.06%,13.72%
E2D2,MEXICALI,PVEM,BAJA CALIFORNIA,6.97%,-0.57%,13.31%
E2D7,MEXICALI,PVEM,BAJA CALIFORNIA,6.30%,-0.77%,12.23%
E2D4,TIJUANA,PVEM,BAJA CALIFORNIA,6.39%,0.75%,11.13%
E2D5,TIJUANA,PVEM,BAJA CALIFORNIA,7.25%,-0.45%,13.71%
E2D6,TIJUANA,PVEM,BAJA CALIFORNIA,7.04%,-1.00%,13.80%
E2D8,TIJUANA,PVEM,BAJA CALIFORNIA,5.92%,0.23%,10.70%
E3D1,LA PAZ,PVEM,BAJA CALIFORNIA SUR,4.96%,0.39%,8.80%
E3D2,SAN JOSE DEL CABO,PVEM,BAJA CALIFORNIA SUR,7.26%,0.83%,12.66%
E4D2,CIUDAD DEL CARMEN,PVEM,CAMPECHE,8.55%,0,22.11%
E4D1,SAN FRANCISCO DE CAMPECHE,PVEM,CAMPECHE,9.31%,0,22.25%
E7D2,BOCHIL,PVEM,CHIAPAS,18.97%,0.92%,34.13%
E7D8,COMITAN DE DOMINGUEZ,PVEM,CHIAPAS,20.65%,0.69%,37.39%
E7D13,HUEHUETAN,PVEM,CHIAPAS,14.21%,0.55%,25.67%
E7D11,LAS MARGARITAS,PVEM,CHIAPAS,18.93%,-0.55%,35.28%
E7D3,OCOSINGO,PVEM,CHIAPAS,21.80%,1.64%,38.72%
E7D1,PALENQUE,PVEM,CHIAPAS,20.75%,-1.16%,39.13%
E7D4,PICHUCALCO,PVEM,CHIAPAS,16.95%,0,34.64%
E7D5,SAN CRISTOBAL DE LAS CASAS,PVEM,CHIAPAS,16.22%,0,33.03%
E7D12,TAPACHULA,PVEM,CHIAPAS,10.09%,0,23.41%
E7D7,TONALA,PVEM,CHIAPAS,14.75%,0,30.34%
E7D6,TUXTLA GUTIERREZ,PVEM,CHIAPAS,11.36%,0,25.15%
E7D9,TUXTLA GUTIERREZ,PVEM,CHIAPAS,6.80%,0,17.00%
E7D10,VILLAFLORES,PVEM,CHIAPAS,17.64%,-2.61%,34.64%
E8D6,CHIHUAHUA,PVEM,CHIHUAHUA,8.38%,0,20.97%
E8D8,CHIHUAHUA,PVEM,CHIHUAHUA,9.46%,0,20.81%
E8D7,CUAUHTEMOC,PVEM,CHIHUAHUA,11.51%,0,29.49%
E8D5,DELICIAS,PVEM,CHIHUAHUA,9.66%,0,24.71%
E8D9,HIDALGO DEL PARRAL,PVEM,CHIHUAHUA,12.48%,0,31.31%
E8D1,JUAREZ,PVEM,CHIHUAHUA,10.09%,-0.62%,19.08%
E8D2,JUAREZ,PVEM,CHIHUAHUA,11.28%,-1.21%,21.76%
E8D3,JUAREZ,PVEM,CHIHUAHUA,10.14%,-1.27%,19.72%
E8D4,JUAREZ,PVEM,CHIHUAHUA,10.32%,0,22.19%
E9D16,ALVARO OBREGON,PVEM,CIUDAD DE MÉXICO,6.88%,2.80%,10.31%
E9D3,AZCAPOTZALCO,PVEM,CIUDAD DE MÉXICO,6.58%,0.92%,11.33%
E9D15,BENITO JUAREZ,PVEM,CIUDAD DE MÉXICO,7.41%,0,16.18%
E9D23,COYOACAN,PVEM,CIUDAD DE MÉXICO,5.49%,-0.43%,10.46%
E9D24,COYOACAN,PVEM,CIUDAD DE MÉXICO,6.88%,0,13.79%
E9D17,CUAJIMALPA DE MORELOS,PVEM,CIUDAD DE MÉXICO,7.57%,0,15.82%
E9D12,CUAUHTEMOC,PVEM,CIUDAD DE MÉXICO,7.33%,0,15.79%
E9D8,CUAUHTEMOC,PVEM,CIUDAD DE MÉXICO,6.91%,0,14.04%
E9D1,GUSTAVO A. MADERO,PVEM,CIUDAD DE MÉXICO,4.95%,-0.30%,9.35%
E9D2,GUSTAVO A. MADERO,PVEM,CIUDAD DE MÉXICO,5.90%,0,12.20%
E9D7,GUSTAVO A. MADERO,PVEM,CIUDAD DE MÉXICO,5.86%,0,11.85%
E9D13,IZTACALCO,PVEM,CIUDAD DE MÉXICO,5.26%,-0.25%,9.89%
E9D18,IZTAPALAPA,PVEM,CIUDAD DE MÉXICO,5.11%,0.55%,8.94%
E9D19,IZTAPALAPA,PVEM,CIUDAD DE MÉXICO,4.14%,1.33%,6.49%
E9D20,IZTAPALAPA,PVEM,CIUDAD DE MÉXICO,4.81%,0.31%,8.58%
E9D22,IZTAPALAPA,PVEM,CIUDAD DE MÉXICO,3.43%,1.36%,5.18%
E9D4,IZTAPALAPA,PVEM,CIUDAD DE MÉXICO,4.65%,1.65%,7.16%
E9D6,LA MAGDALENA CONTRERAS,PVEM,CIUDAD DE MÉXICO,6.64%,0,13.52%
E9D10,MIGUEL HIDALGO,PVEM,CIUDAD DE MÉXICO,6.80%,0,15.49%
E9D9,TLAHUAC,PVEM,CIUDAD DE MÉXICO,6.22%,0.21%,11.27%
E9D14,TLALPAN,PVEM,CIUDAD DE MÉXICO,5.75%,-0.57%,11.05%
E9D5,TLALPAN,PVEM,CIUDAD DE MÉXICO,7.07%,0,14.47%
E9D11,VENUSTIANO CARRANZA,PVEM,CIUDAD DE MÉXICO,4.96%,-0.51%,9.55%
E9D21,XOCHIMILCO,PVEM,CIUDAD DE MÉXICO,6.70%,-0.21%,12.51%
E5D3,MONCLOVA,PVEM,COAHUILA,12.93%,0,36.53%
E5D1,PIEDRAS NEGRAS,PVEM,COAHUILA,12.18%,0,33.58%
E5D4,SALTILLO,PVEM,COAHUILA,14.96%,0,41.63%
E5D7,SALTILLO,PVEM,COAHUILA,13.17%,0,36.91%
E5D2,SAN PEDRO,PVEM,COAHUILA,11.37%,0,32.93%
E5D5,TORREON,PVEM,COAHUILA,13.92%,0,37.43%
E5D6,TORREON,PVEM,COAHUILA,11.21%,0,30.64%
E6D1,COLIMA,PVEM,COLIMA,6.14%,0,17.44%
E6D2,MANZANILLO,PVEM,COLIMA,9.55%,0,23.00%
E10D2,GOMEZ PALACIO,PVEM,DURANGO,10.62%,0,27.53%
E10D3,GUADALUPE VICTORIA,PVEM,DURANGO,12.23%,0,30.31%
E10D1,VICTORIA DE DURANGO,PVEM,DURANGO,12.68%,0,33.38%
E10D4,VICTORIA DE DURANGO,PVEM,DURANGO,8.65%,0,20.34%
E11D14,ACAMBARO,PVEM,GUANAJUATO,10.82%,2.70%,17.63%
E11D12,CELAYA,PVEM,GUANAJUATO,9.50%,1.12%,16.52%
E11D4,GUANAJUATO,PVEM,GUANAJUATO,11.41%,-2.15%,22.79%
E11D15,IRAPUATO,PVEM,GUANAJUATO,9.41%,-1.11%,18.23%
E11D9,IRAPUATO,PVEM,GUANAJUATO,9.41%,0,21.60%
E11D11,LEON,PVEM,GUANAJUATO,8.02%,0,16.54%
E11D3,LEON,PVEM,GUANAJUATO,8.78%,0,18.18%
E11D5,LEON,PVEM,GUANAJUATO,7.72%,0,15.59%
E11D6,LEON,PVEM,GUANAJUATO,8.68%,-1.58%,17.29%
E11D8,SALAMANCA,PVEM,GUANAJUATO,11.67%,2.91%,19.02%
E11D7,SAN FRANCISCO DEL RINCON,PVEM,GUANAJUATO,11.26%,-1.89%,22.29%
E11D1,SAN LUIS DE LA PAZ,PVEM,GUANAJUATO,10.95%,-1.18%,21.14%
E11D2,SAN MIGUEL DE ALLENDE,PVEM,GUANAJUATO,9.00%,1.41%,15.36%
E11D10,URIANGATO,PVEM,GUANAJUATO,12.02%,0.67%,21.55%
E11D13,VALLE DE SANTIAGO,PVEM,GUANAJUATO,10.43%,1.31%,18.08%
E12D4,ACAPULCO,PVEM,GUERRERO,5.69%,0,14.80%
E12D9,ACAPULCO,PVEM,GUERRERO,8.49%,0,19.65%
E12D8,AYUTLA DE LOS LIBRES,PVEM,GUERRERO,10.95%,0.81%,19.46%
E12D1,CD. ALTAMIRANO,PVEM,GUERRERO,6.81%,0,18.66%
E12D6,CHILAPA,PVEM,GUERRERO,8.10%,0,19.38%
E12D7,CHILPANCINGO,PVEM,GUERRERO,10.23%,0,22.57%
E12D2,IGUALA,PVEM,GUERRERO,8.68%,0,19.39%
E12D5,TLAPA,PVEM,GUERRERO,6.50%,0,16.24%
E12D3,ZIHUATANEJO,PVEM,GUERRERO,6.45%,0,17.01%
E13D3,ACTOPAN,PVEM,HIDALGO,9.82%,0,23.03%
E13D1,HUEJUTLA DE REYES,PVEM,HIDALGO,8.37%,0,21.86%
E13D2,IXMIQUILPAN,PVEM,HIDALGO,7.43%,0,19.02%
E13D6,PACHUCA DE SOTO,PVEM,HIDALGO,9.62%,0,20.86%
E13D7,TEPEAPULCO,PVEM,HIDALGO,9.85%,-1.46%,19.35%
E13D5,TULA DE ALLENDE,PVEM,HIDALGO,9.57%,0,19.48%
E13D4,TULANCINGO DE BRAVO,PVEM,HIDALGO,10.62%,0,21.24%
E14D18,AUTLAN DE NAVARRO,PVEM,JALISCO,7.95%,0,20.65%
E14D19,CIUDAD GUZMAN,PVEM,JALISCO,9.38%,0,21.81%
E14D11,GUADALAJARA,PVEM,JALISCO,7.04%,0,17.27%
E14D14,GUADALAJARA,PVEM,JALISCO,6.54%,0,15.88%
E14D8,GUADALAJARA,PVEM,JALISCO,6.64%,0,17.07%
E14D9,GUADALAJARA,PVEM,JALISCO,8.34%,0,19.42%
E14D17,JOCOTEPEC,PVEM,JALISCO,8.71%,0,19.13%
E14D15,LA BARCA,PVEM,JALISCO,9.61%,0,21.50%
E14D2,LAGOS DE MORENO,PVEM,JALISCO,9.83%,0,21.96%
E14D5,PUERTO VALLARTA,PVEM,JALISCO,6.70%,0,18.42%
E14D12,SANTA CRUZ DE LAS FLORES,PVEM,JALISCO,4.21%,0,10.71%
E14D3,TEPATITLAN DE MORELOS,PVEM,JALISCO,8.08%,0,20.72%
E14D1,TEQUILA,PVEM,JALISCO,6.94%,0,17.03%
E14D13,TLAQUEPAQUE,PVEM,JALISCO,6.08%,0,16.03%
E14D16,TLAQUEPAQUE,PVEM,JALISCO,8.46%,0,20.09%
E14D20,TONALA,PVEM,JALISCO,7.84%,0,19.19%
E14D7,TONALA,PVEM,JALISCO,8.24%,0,20.13%
E14D10,ZAPOPAN,PVEM,JALISCO,6.03%,0,13.79%
E14D4,ZAPOPAN,PVEM,JALISCO,7.24%,0,19.00%
E14D6,ZAPOPAN,PVEM,JALISCO,6.61%,0,16.61%
E16D12,APATZINGAN DE LA CONSTITUCION,PVEM,MICHOACÁN,7.38%,1.02%,12.72%
E16D6,CIUDAD HIDALGO,PVEM,MICHOACÁN,8.80%,0.27%,15.96%
E16D3,HEROICA ZITACUARO,PVEM,MICHOACÁN,8.26%,0,16.53%
E16D4,JIQUILPAN DE JUAREZ,PVEM,MICHOACÁN,8.64%,0,18.34%
E16D1,LAZARO CARDENAS,PVEM,MICHOACÁN,5.70%,0,14.71%
E16D10,MORELIA,PVEM,MICHOACÁN,8.11%,0,16.97%
E16D8,MORELIA,PVEM,MICHOACÁN,9.23%,-1.62%,18.34%
E16D11,PATZCUARO,PVEM,MICHOACÁN,8.34%,0,17.44%
E16D2,PURUANDIRO,PVEM,MICHOACÁN,8.61%,-1.61%,17.18%
E16D9,URUAPAN DEL PROGRESO,PVEM,MICHOACÁN,6.33%,-1.21%,12.65%
E16D7,ZACAPU,PVEM,MICHOACÁN,9.62%,1.05%,16.81%
E16D5,ZAMORA DE HIDALGO,PVEM,MICHOACÁN,8.46%,0,17.52%
E17D3,CUAUTLA,PVEM,MORELOS,7.44%,2.65%,11.46%
E17D1,CUERNAVACA,PVEM,MORELOS,6.85%,1.13%,11.64%
E17D2,JIUTEPEC,PVEM,MORELOS,8.34%,3.52%,12.37%
E17D4,JOJUTLA,PVEM,MORELOS,6.81%,0.33%,12.25%
E17D5,YAUTEPEC,PVEM,MORELOS,7.30%,4.62%,9.54%
E15D21,AMECAMECA DE JUAREZ,PVEM,MÉXICO,8.80%,0,20.00%
E15D3,ATLACOMULCO DE FABELA,PVEM,MÉXICO,10.24%,0,23.94%
E15D20,CD. NEZAHUALCOYOTL,PVEM,MÉXICO,6.38%,0,14.29%
E15D29,CD. NEZAHUALCOYOTL,PVEM,MÉXICO,5.49%,0,12.11%
E15D31,CD. NEZAHUALCOYOTL,PVEM,MÉXICO,4.80%,-0.83%,9.52%
E15D33,CHALCO DE DIAZ COVARRUBIAS,PVEM,MÉXICO,6.06%,0,13.78%
E15D25,CHIMALHUACAN,PVEM,MÉXICO,9.75%,0,22.27%
E15D30,CHIMALHUACAN,PVEM,MÉXICO,7.76%,0,15.85%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,PVEM,MÉXICO,8.12%,0,17.22%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,PVEM,MÉXICO,7.55%,0,15.38%
E15D6,COACALCO DE BERRIOZABAL,PVEM,MÉXICO,5.98%,0,13.63%
E15D37,CUAUTITLAN,PVEM,MÉXICO,7.41%,0,16.31%
E15D7,CUAUTITLAN IZCALLI,PVEM,MÉXICO,6.77%,0,14.74%
E15D10,ECATEPEC DE MORELOS,PVEM,MÉXICO,7.74%,0,17.77%
E15D11,ECATEPEC DE MORELOS,PVEM,MÉXICO,8.11%,0,18.10%
E15D13,ECATEPEC DE MORELOS,PVEM,MÉXICO,7.83%,0,18.92%
E15D16,ECATEPEC DE MORELOS,PVEM,MÉXICO,8.22%,0,19.50%
E15D17,ECATEPEC DE MORELOS,PVEM,MÉXICO,8.31%,0,19.81%
E15D18,HUIXQUILUCAN DE DEGOLLADO,PVEM,MÉXICO,7.82%,0,20.47%
E15D12,IXTAPALUCA,PVEM,MÉXICO,9.23%,0,23.30%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,PVEM,MÉXICO,11.65%,0,25.57%
E15D23,LERMA DE VILLADA,PVEM,MÉXICO,10.40%,0,23.43%
E15D39,LOS REYES ACAQUILPAN,PVEM,MÉXICO,10.03%,0,24.43%
E15D27,METEPEC,PVEM,MÉXICO,8.55%,0,21.39%
E15D22,NAUCALPAN DE JUAREZ,PVEM,MÉXICO,7.49%,0,18.86%
E15D24,NAUCALPAN DE JUAREZ,PVEM,MÉXICO,7.95%,0,20.15%
E15D4,NICOLAS ROMERO,PVEM,MÉXICO,8.47%,0,20.32%
E15D41,OJO DE AGUA,PVEM,MÉXICO,8.78%,0,23.04%
E15D9,SAN FELIPE DEL PROGRESO,PVEM,MÉXICO,11.88%,0,28.34%
E15D40,SAN MIGUEL ZINACANTEPEC,PVEM,MÉXICO,9.13%,0,20.85%
E15D2,SANTA MARIA TULTEPEC,PVEM,MÉXICO,6.23%,0,17.12%
E15D36,TEJUPILCO DE HIDALGO,PVEM,MÉXICO,7.88%,0,20.15%
E15D35,TENANCINGO DE DEGOLLADO,PVEM,MÉXICO,8.76%,0,20.37%
