Partido candidato de la coalición,U Distrito,Estado,Cabecera.Distrital,Media,DesvEst,Menor,Mayor,PROBABILIDAD DE GANAR
PT,E25D1,SINALOA,MAZATLAN,54.86%,0.1193,35.24%,78.24%,56.65%
RSP,E25D1,SINALOA,MAZATLAN,1.43%,0.0171,0.00%,4.78%,0.00%
ES,E25D2,SINALOA,LOS MOCHIS,2.09%,0.0619,0.00%,14.21%,0.00%
MC,E25D2,SINALOA,LOS MOCHIS,2.38%,0.0103,0.68%,4.40%,0.00%
MORENA,E25D2,SINALOA,LOS MOCHIS,60.10%,0.1115,41.76%,81.95%,75.71%
PAN,E25D2,SINALOA,LOS MOCHIS,40.77%,0.1036,23.73%,61.07%,24.29%
RSP,E25D2,SINALOA,LOS MOCHIS,1.20%,0.0136,0.00%,3.86%,0.00%
ES,E25D3,SINALOA,GUAMUCHIL,3.42%,0.0712,0.00%,17.38%,0.00%
MC,E25D3,SINALOA,GUAMUCHIL,4.76%,0.0140,2.45%,7.50%,0.00%
PRI,E25D3,SINALOA,GUAMUCHIL,44.28%,0.1238,23.91%,68.55%,41.14%
PT,E25D3,SINALOA,GUAMUCHIL,54.95%,0.1235,34.65%,79.15%,58.86%
RSP,E25D3,SINALOA,GUAMUCHIL,1.96%,0.0152,0.00%,4.93%,0.00%
ES,E25D4,SINALOA,GUASAVE,2.90%,0.0625,0.00%,15.16%,0.00%
MC,E25D4,SINALOA,GUASAVE,2.12%,0.0125,0.00%,4.56%,0.00%
MORENA,E25D4,SINALOA,GUASAVE,42.80%,0.0087,41.36%,44.51%,60.63%
PRI,E25D4,SINALOA,GUASAVE,49.31%,0.1187,29.78%,72.58%,39.22%
PT,E25D4,SINALOA,GUASAVE,2.47%,0.0036,1.88%,3.17%,0.00%
PVEM,E25D4,SINALOA,GUASAVE,9.90%,0.1201,0.00%,33.44%,0.15%
RSP,E25D4,SINALOA,GUASAVE,0.00%,0.0128,0.00%,2.51%,0.00%
ES,E25D5,SINALOA,CULIACAN DE ROSALES,2.55%,0.0513,0.00%,12.60%,0.00%
MC,E25D5,SINALOA,CULIACAN DE ROSALES,2.95%,0.0151,0.00%,5.91%,0.00%
MORENA,E25D5,SINALOA,CULIACAN DE ROSALES,65.39%,0.1071,47.78%,86.37%,96.55%
PRI,E25D5,SINALOA,CULIACAN DE ROSALES,31.76%,0.1061,14.31%,52.55%,3.45%
RSP,E25D5,SINALOA,CULIACAN DE ROSALES,1.78%,0.0132,0.00%,4.37%,0.00%
ES,E25D6,SINALOA,MAZATLAN,1.73%,0.0680,0.00%,15.06%,0.00%
MC,E25D6,SINALOA,MAZATLAN,3.44%,0.0123,1.42%,5.86%,0.00%
MORENA,E25D6,SINALOA,MAZATLAN,40.99%,0.0057,40.06%,42.11%,75.11%
PRD,E25D6,SINALOA,MAZATLAN,39.25%,0.1180,19.83%,62.38%,24.75%
PT,E25D6,SINALOA,MAZATLAN,2.97%,0.0032,2.44%,3.59%,0.00%
PVEM,E25D6,SINALOA,MAZATLAN,10.47%,0.1115,0.00%,32.33%,0.14%
RSP,E25D6,SINALOA,MAZATLAN,3.44%,0.0155,0.90%,6.47%,0.00%
ES,E25D7,SINALOA,CULIACAN DE ROSALES,1.89%,0.0487,0.00%,11.44%,0.00%
MC,E25D7,SINALOA,CULIACAN DE ROSALES,2.65%,0.0138,0.00%,5.35%,0.00%
MORENA,E25D7,SINALOA,CULIACAN DE ROSALES,65.10%,0.1082,47.31%,86.30%,95.58%
PRI,E25D7,SINALOA,CULIACAN DE ROSALES,32.04%,0.1107,13.82%,53.74%,4.42%
RSP,E25D7,SINALOA,CULIACAN DE ROSALES,2.21%,0.0120,0.00%,4.55%,0.00%
ES,E26D1,SONORA,SAN LUIS RIO COLORADO,2.33%,0.0423,0.00%,10.62%,0.00%
MC,E26D1,SONORA,SAN LUIS RIO COLORADO,4.66%,0.0053,3.79%,5.69%,0.00%
MORENA,E26D1,SONORA,SAN LUIS RIO COLORADO,42.36%,0.0079,41.05%,43.91%,80.52%
PAN,E26D1,SONORA,SAN LUIS RIO COLORADO,38.54%,0.0758,26.08%,53.39%,19.48%
PT,E26D1,SONORA,SAN LUIS RIO COLORADO,2.98%,0.0022,2.62%,3.41%,0.00%
PVEM,E26D1,SONORA,SAN LUIS RIO COLORADO,8.01%,0.0836,0.00%,24.38%,0.00%
RSP,E26D1,SONORA,SAN LUIS RIO COLORADO,1.30%,0.0099,0.00%,3.25%,0.00%
ES,E26D2,SONORA,NOGALES,1.78%,0.0475,0.00%,11.09%,0.00%
MC,E26D2,SONORA,NOGALES,4.66%,0.0184,1.63%,8.27%,0.00%
PAN,E26D2,SONORA,NOGALES,38.93%,0.0975,22.90%,58.04%,36.19%
PT,E26D2,SONORA,NOGALES,50.75%,0.1008,34.17%,70.51%,63.81%
RSP,E26D2,SONORA,NOGALES,0.31%,0.0125,0.00%,2.75%,0.00%
ES,E26D3,SONORA,HERMOSILLO,1.60%,0.0475,0.00%,10.92%,0.00%
MC,E26D3,SONORA,HERMOSILLO,4.02%,0.0119,2.06%,6.36%,0.00%
MORENA,E26D3,SONORA,HERMOSILLO,52.44%,0.1019,35.68%,72.41%,70.22%
PAN,E26D3,SONORA,HERMOSILLO,37.38%,0.1029,20.46%,57.55%,29.78%
RSP,E26D3,SONORA,HERMOSILLO,0.34%,0.0074,0.00%,1.80%,0.00%
ES,E26D4,SONORA,GUAYMAS,2.67%,0.0596,0.00%,14.34%,0.00%
MC,E26D4,SONORA,GUAYMAS,3.69%,0.0097,2.09%,5.59%,0.00%
MORENA,E26D4,SONORA,GUAYMAS,39.25%,0.0056,38.32%,40.36%,64.52%
PRD,E26D4,SONORA,GUAYMAS,42.81%,0.0995,26.44%,62.32%,35.40%
PT,E26D4,SONORA,GUAYMAS,3.08%,0.0058,2.13%,4.23%,0.00%
PVEM,E26D4,SONORA,GUAYMAS,9.47%,0.1004,0.00%,29.16%,0.07%
RSP,E26D4,SONORA,GUAYMAS,1.16%,0.0103,0.00%,3.18%,0.00%
ES,E26D5,SONORA,HERMOSILLO,1.64%,0.0530,0.00%,12.03%,0.00%
MC,E26D5,SONORA,HERMOSILLO,3.76%,0.0144,1.39%,6.59%,0.00%
MORENA,E26D5,SONORA,HERMOSILLO,51.93%,0.1097,33.89%,73.43%,60.47%
PRI,E26D5,SONORA,HERMOSILLO,41.29%,0.1090,23.36%,62.65%,39.53%
RSP,E26D5,SONORA,HERMOSILLO,0.72%,0.0100,0.00%,2.68%,0.00%
ES,E26D6,SONORA,CD. OBREGON,2.62%,0.0533,0.00%,13.06%,0.00%
MC,E26D6,SONORA,CD. OBREGON,5.93%,0.0112,4.09%,8.13%,0.00%
MORENA,E26D6,SONORA,CD. OBREGON,50.23%,0.0162,47.57%,53.40%,99.07%
PRI,E26D6,SONORA,CD. OBREGON,30.11%,0.0829,16.47%,46.36%,0.93%
PT,E26D6,SONORA,CD. OBREGON,1.89%,0.0084,0.51%,3.53%,0.00%
PVEM,E26D6,SONORA,CD. OBREGON,7.15%,0.0857,0.00%,23.94%,0.00%
RSP,E26D6,SONORA,CD. OBREGON,1.77%,0.0150,0.00%,4.70%,0.00%
ES,E26D7,SONORA,NAVOJOA,1.48%,0.0542,0.00%,12.10%,0.00%
MC,E26D7,SONORA,NAVOJOA,3.47%,0.0079,2.17%,5.02%,0.00%
PRI,E26D7,SONORA,NAVOJOA,39.55%,0.0920,24.42%,57.58%,33.10%
PT,E26D7,SONORA,NAVOJOA,52.53%,0.0974,36.52%,71.62%,66.90%
RSP,E26D7,SONORA,NAVOJOA,0.32%,0.0106,0.00%,2.39%,0.00%
ES,E27D1,TABASCO,MACUSPANA,3.26%,0.0332,0.00%,9.75%,0.00%
MC,E27D1,TABASCO,MACUSPANA,5.20%,0.0356,0.00%,12.17%,0.00%
MORENA,E27D1,TABASCO,MACUSPANA,58.94%,0.0202,55.61%,62.91%,100.00%
PRI,E27D1,TABASCO,MACUSPANA,16.18%,0.0718,4.37%,30.25%,0.00%
PT,E27D1,TABASCO,MACUSPANA,2.74%,0.0064,1.69%,3.98%,0.00%
PVEM,E27D1,TABASCO,MACUSPANA,7.19%,0.0429,0.00%,15.61%,0.00%
RSP,E27D1,TABASCO,MACUSPANA,3.06%,0.0236,0.00%,7.69%,0.00%
ES,E27D2,TABASCO,HEROICA CARDENAS,1.31%,0.0282,0.00%,6.83%,0.00%
MC,E27D2,TABASCO,HEROICA CARDENAS,6.13%,0.0572,0.00%,17.34%,0.00%
MORENA,E27D2,TABASCO,HEROICA CARDENAS,58.34%,0.0258,54.10%,63.38%,99.99%
PRD,E27D2,TABASCO,HEROICA CARDENAS,22.24%,0.0903,7.39%,39.95%,0.01%
PT,E27D2,TABASCO,HEROICA CARDENAS,3.27%,0.0045,2.53%,4.16%,0.00%
PVEM,E27D2,TABASCO,HEROICA CARDENAS,5.37%,0.0371,0.00%,12.63%,0.00%
RSP,E27D2,TABASCO,HEROICA CARDENAS,3.24%,0.0469,0.00%,12.42%,0.00%
ES,E27D3,TABASCO,COMALCALCO,1.69%,0.0251,0.00%,6.61%,0.00%
MC,E27D3,TABASCO,COMALCALCO,6.49%,0.0562,0.00%,17.50%,0.00%
MORENA,E27D3,TABASCO,COMALCALCO,62.56%,0.0304,57.56%,68.53%,100.00%
PRD,E27D3,TABASCO,COMALCALCO,21.23%,0.0784,8.34%,36.59%,0.00%
PT,E27D3,TABASCO,COMALCALCO,1.70%,0.0042,1.00%,2.53%,0.00%
PVEM,E27D3,TABASCO,COMALCALCO,4.73%,0.0396,0.00%,12.50%,0.00%
RSP,E27D3,TABASCO,COMALCALCO,4.95%,0.0489,0.00%,14.52%,0.00%
ES,E27D4,TABASCO,VILLAHERMOSA,3.03%,0.0292,0.00%,8.76%,0.00%
MC,E27D4,TABASCO,VILLAHERMOSA,3.26%,0.0204,0.00%,7.26%,0.00%
MORENA,E27D4,TABASCO,VILLAHERMOSA,68.92%,0.0160,66.30%,72.05%,100.00%
PRD,E27D4,TABASCO,VILLAHERMOSA,16.38%,0.0617,6.23%,28.48%,0.00%
PT,E27D4,TABASCO,VILLAHERMOSA,2.54%,0.0041,1.88%,3.34%,0.00%
PVEM,E27D4,TABASCO,VILLAHERMOSA,6.24%,0.0354,0.00%,13.18%,0.00%
RSP,E27D4,TABASCO,VILLAHERMOSA,2.58%,0.0172,0.00%,5.95%,0.00%
ES,E27D5,TABASCO,PARAISO,2.59%,0.0402,0.00%,10.46%,0.00%
MC,E27D5,TABASCO,PARAISO,3.79%,0.0307,0.00%,9.79%,0.00%
MORENA,E27D5,TABASCO,PARAISO,60.30%,0.0131,58.15%,62.87%,100.00%
PRD,E27D5,TABASCO,PARAISO,19.09%,0.0684,7.83%,32.50%,0.00%
PT,E27D5,TABASCO,PARAISO,2.34%,0.0055,1.43%,3.43%,0.00%
PVEM,E27D5,TABASCO,PARAISO,7.63%,0.0517,0.00%,17.76%,0.00%
RSP,E27D5,TABASCO,PARAISO,3.20%,0.0280,0.00%,8.68%,0.00%
ES,E27D6,TABASCO,VILLAHERMOSA,2.46%,0.0349,0.00%,9.31%,0.00%
MC,E27D6,TABASCO,VILLAHERMOSA,4.11%,0.0134,1.90%,6.74%,0.00%
MORENA,E27D6,TABASCO,VILLAHERMOSA,58.28%,0.0106,56.53%,60.36%,100.00%
PAN,E27D6,TABASCO,VILLAHERMOSA,20.02%,0.0685,8.75%,33.45%,0.00%
PT,E27D6,TABASCO,VILLAHERMOSA,2.16%,0.0023,1.78%,2.60%,0.00%
PVEM,E27D6,TABASCO,VILLAHERMOSA,8.65%,0.0477,0.00%,18.00%,0.00%
RSP,E27D6,TABASCO,VILLAHERMOSA,2.92%,0.0248,0.00%,7.78%,0.00%
ES,E28D1,TAMAULIPAS,NUEVO LAREDO,2.15%,0.0548,0.00%,12.89%,0.00%
MC,E28D1,TAMAULIPAS,NUEVO LAREDO,1.85%,0.0177,0.00%,5.31%,0.00%
MORENA,E28D1,TAMAULIPAS,NUEVO LAREDO,40.63%,0.1170,21.39%,63.56%,31.88%
PAN,E28D1,TAMAULIPAS,NUEVO LAREDO,29.87%,0.0186,26.81%,33.53%,55.99%
PRD,E28D1,TAMAULIPAS,NUEVO LAREDO,0.00%,0.0086,0.00%,1.69%,0.00%
PRI,E28D1,TAMAULIPAS,NUEVO LAREDO,24.57%,0.1143,5.77%,46.98%,12.13%
RSP,E28D1,TAMAULIPAS,NUEVO LAREDO,0.46%,0.0216,0.00%,4.68%,0.00%
ES,E28D2,TAMAULIPAS,REYNOSA,3.71%,0.0533,0.00%,14.16%,0.00%
MC,E28D2,TAMAULIPAS,REYNOSA,2.18%,0.0119,0.00%,4.52%,0.00%
PAN,E28D2,TAMAULIPAS,REYNOSA,27.23%,0.0185,24.18%,30.86%,0.01%
PRD,E28D2,TAMAULIPAS,REYNOSA,0.00%,0.0069,0.00%,1.34%,0.00%
PRI,E28D2,TAMAULIPAS,REYNOSA,18.24%,0.0880,3.76%,35.50%,2.12%
PT,E28D2,TAMAULIPAS,REYNOSA,48.83%,0.0925,33.61%,66.97%,97.87%
RSP,E28D2,TAMAULIPAS,REYNOSA,1.63%,0.0173,0.00%,5.03%,0.00%
ES,E28D3,TAMAULIPAS,RIO BRAVO,3.72%,0.0623,0.00%,15.92%,0.00%
MC,E28D3,TAMAULIPAS,RIO BRAVO,1.30%,0.0143,0.00%,4.10%,0.00%
PAN,E28D3,TAMAULIPAS,RIO BRAVO,26.10%,0.0032,25.57%,26.73%,53.75%
PRD,E28D3,TAMAULIPAS,RIO BRAVO,0.00%,0.0075,0.00%,1.47%,0.00%
PRI,E28D3,TAMAULIPAS,RIO BRAVO,25.36%,0.1152,6.41%,47.93%,13.72%
PVEM,E28D3,TAMAULIPAS,RIO BRAVO,45.62%,0.1273,24.69%,70.56%,32.53%
RSP,E28D3,TAMAULIPAS,RIO BRAVO,0.69%,0.0185,0.00%,4.32%,0.00%
ES,E28D4,TAMAULIPAS,H. MATAMOROS,2.71%,0.0604,0.00%,14.54%,0.00%
MC,E28D4,TAMAULIPAS,H. MATAMOROS,2.21%,0.0193,0.00%,5.98%,0.00%
MORENA,E28D4,TAMAULIPAS,H. MATAMOROS,48.40%,0.1191,28.81%,71.75%,83.13%
PAN,E28D4,TAMAULIPAS,H. MATAMOROS,25.75%,0.0014,25.51%,26.03%,0.00%
PRD,E28D4,TAMAULIPAS,H. MATAMOROS,0.00%,0.0138,0.00%,2.70%,0.00%
PRI,E28D4,TAMAULIPAS,H. MATAMOROS,23.76%,0.1083,5.95%,44.98%,16.87%
RSP,E28D4,TAMAULIPAS,H. MATAMOROS,0.34%,0.0190,0.00%,4.07%,0.00%
ES,E28D5,TAMAULIPAS,CIUDAD VICTORIA,2.78%,0.0601,0.00%,14.56%,0.00%
MC,E28D5,TAMAULIPAS,CIUDAD VICTORIA,11.27%,0.0449,3.89%,20.07%,0.01%
MORENA,E28D5,TAMAULIPAS,CIUDAD VICTORIA,28.89%,0.0110,27.08%,31.05%,75.23%
PAN,E28D5,TAMAULIPAS,CIUDAD VICTORIA,20.66%,0.0053,19.79%,21.70%,0.00%
PRD,E28D5,TAMAULIPAS,CIUDAD VICTORIA,2.60%,0.0484,0.00%,12.09%,0.00%
PRI,E28D5,TAMAULIPAS,CIUDAD VICTORIA,25.84%,0.1285,4.70%,51.04%,21.36%
PT,E28D5,TAMAULIPAS,CIUDAD VICTORIA,1.29%,0.0048,0.50%,2.24%,0.00%
PVEM,E28D5,TAMAULIPAS,CIUDAD VICTORIA,10.39%,0.1315,0.00%,36.16%,3.40%
RSP,E28D5,TAMAULIPAS,CIUDAD VICTORIA,0.67%,0.0229,0.00%,5.16%,0.00%
ES,E28D6,TAMAULIPAS,CIUDAD MANTE,3.03%,0.0554,0.00%,13.89%,0.00%
MC,E28D6,TAMAULIPAS,CIUDAD MANTE,4.74%,0.0223,1.07%,9.11%,0.00%
MORENA,E28D6,TAMAULIPAS,CIUDAD MANTE,22.62%,0.0096,21.04%,24.51%,0.00%
PAN,E28D6,TAMAULIPAS,CIUDAD MANTE,29.55%,0.0153,27.03%,32.55%,68.69%
PRD,E28D6,TAMAULIPAS,CIUDAD MANTE,0.00%,0.0199,0.00%,3.90%,0.00%
PRI,E28D6,TAMAULIPAS,CIUDAD MANTE,30.09%,0.1314,8.47%,55.85%,26.71%
PT,E28D6,TAMAULIPAS,CIUDAD MANTE,1.83%,0.0058,0.88%,2.96%,0.00%
PVEM,E28D6,TAMAULIPAS,CIUDAD MANTE,12.36%,0.1363,0.00%,39.07%,4.60%
RSP,E28D6,TAMAULIPAS,CIUDAD MANTE,2.20%,0.0219,0.00%,6.49%,0.00%
ES,E28D7,TAMAULIPAS,CIUDAD MADERO,3.06%,0.0464,0.00%,12.16%,0.00%
MC,E28D7,TAMAULIPAS,CIUDAD MADERO,3.83%,0.0167,1.09%,7.09%,0.00%
MORENA,E28D7,TAMAULIPAS,CIUDAD MADERO,53.04%,0.1041,35.91%,73.45%,95.14%
PAN,E28D7,TAMAULIPAS,CIUDAD MADERO,20.74%,0.0053,19.87%,21.77%,0.00%
PRD,E28D7,TAMAULIPAS,CIUDAD MADERO,0.88%,0.0189,0.00%,4.59%,0.00%
PRI,E28D7,TAMAULIPAS,CIUDAD MADERO,22.33%,0.1024,5.48%,42.40%,4.86%
RSP,E28D7,TAMAULIPAS,CIUDAD MADERO,2.34%,0.0145,0.00%,5.18%,0.00%
ES,E28D8,TAMAULIPAS,TAMPICO,2.21%,0.0502,0.00%,12.06%,0.00%
MC,E28D8,TAMAULIPAS,TAMPICO,2.15%,0.0113,0.00%,4.37%,0.00%
MORENA,E28D8,TAMAULIPAS,TAMPICO,46.14%,0.0833,32.44%,62.47%,79.39%
PAN,E28D8,TAMAULIPAS,TAMPICO,31.03%,0.0473,23.25%,40.30%,18.24%
PRD,E28D8,TAMAULIPAS,TAMPICO,0.82%,0.0148,0.00%,3.73%,0.00%
PRI,E28D8,TAMAULIPAS,TAMPICO,18.73%,0.0930,3.43%,36.95%,2.37%
RSP,E28D8,TAMAULIPAS,TAMPICO,1.43%,0.0109,0.00%,3.57%,0.00%
ES,E28D9,TAMAULIPAS,REYNOSA,2.31%,0.0378,0.00%,9.71%,0.00%
MC,E28D9,TAMAULIPAS,REYNOSA,3.14%,0.0057,2.20%,4.25%,0.00%
PAN,E28D9,TAMAULIPAS,REYNOSA,24.07%,0.0406,17.40%,32.03%,0.00%
PRD,E28D9,TAMAULIPAS,REYNOSA,0.61%,0.0072,0.00%,2.02%,0.00%
PRI,E28D9,TAMAULIPAS,REYNOSA,13.19%,0.0673,0.00%,26.38%,0.00%
PT,E28D9,TAMAULIPAS,REYNOSA,55.17%,0.0578,45.67%,66.50%,100.00%
RSP,E28D9,TAMAULIPAS,REYNOSA,1.82%,0.0086,0.40%,3.52%,0.00%
ES,E29D1,TLAXCALA,APIZACO,2.14%,0.0329,0.00%,8.59%,0.00%
MC,E29D1,TLAXCALA,APIZACO,2.27%,0.0076,1.01%,3.77%,0.00%
PAN,E29D1,TLAXCALA,APIZACO,35.30%,0.0684,24.05%,48.71%,0.19%
PT,E29D1,TLAXCALA,APIZACO,63.54%,0.0597,53.71%,75.25%,99.81%
RSP,E29D1,TLAXCALA,APIZACO,0.77%,0.0090,0.00%,2.53%,0.00%
ES,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,4.09%,0.0321,0.00%,10.38%,0.00%
MC,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,3.16%,0.0087,1.73%,4.86%,0.00%
PRD,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,29.10%,0.0415,22.27%,37.25%,0.00%
PT,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,65.46%,0.0467,57.78%,74.62%,100.00%
RSP,E29D2,TLAXCALA,TLAXCALA DE XICOHTENCATL,2.73%,0.0117,0.80%,5.02%,0.00%
ES,E29D3,TLAXCALA,ZACATELCO,0.92%,0.0216,0.00%,5.17%,0.00%
MC,E29D3,TLAXCALA,ZACATELCO,4.67%,0.0117,2.76%,6.96%,0.00%
MORENA,E29D3,TLAXCALA,ZACATELCO,49.14%,0.0113,47.27%,51.36%,100.00%
PRI,E29D3,TLAXCALA,ZACATELCO,25.65%,0.0358,19.75%,32.67%,0.00%
PT,E29D3,TLAXCALA,ZACATELCO,8.24%,0.0089,6.77%,10.00%,0.00%
PVEM,E29D3,TLAXCALA,ZACATELCO,5.61%,0.0317,0.00%,11.82%,0.00%
RSP,E29D3,TLAXCALA,ZACATELCO,6.64%,0.0133,4.45%,9.25%,0.00%
ES,E30D1,VERACRUZ,PANUCO,4.93%,0.0600,0.00%,16.69%,0.00%
MC,E30D1,VERACRUZ,PANUCO,3.51%,0.0091,2.01%,5.30%,0.00%
PAN,E30D1,VERACRUZ,PANUCO,44.15%,0.0860,30.00%,61.00%,48.04%
PVEM,E30D1,VERACRUZ,PANUCO,45.33%,0.0782,32.47%,60.66%,51.96%
RSP,E30D1,VERACRUZ,PANUCO,2.57%,0.0294,0.00%,8.34%,0.00%
ES,E30D10,VERACRUZ,XALAPA,3.47%,0.0190,0.00%,7.20%,0.00%
MC,E30D10,VERACRUZ,XALAPA,4.85%,0.0158,2.25%,7.94%,0.00%
MORENA,E30D10,VERACRUZ,XALAPA,52.79%,0.0198,49.54%,56.68%,100.00%
PRI,E30D10,VERACRUZ,XALAPA,26.44%,0.0468,18.75%,35.61%,0.00%
PT,E30D10,VERACRUZ,XALAPA,2.38%,0.0024,1.98%,2.85%,0.00%
PVEM,E30D10,VERACRUZ,XALAPA,5.04%,0.0183,2.03%,8.63%,0.00%
RSP,E30D10,VERACRUZ,XALAPA,1.61%,0.0155,0.00%,4.64%,0.00%
ES,E30D11,VERACRUZ,COATZACOALCOS,3.28%,0.0191,0.00%,7.03%,0.00%
MC,E30D11,VERACRUZ,COATZACOALCOS,5.64%,0.0084,4.25%,7.29%,0.00%
MORENA,E30D11,VERACRUZ,COATZACOALCOS,64.43%,0.0075,63.19%,65.91%,100.00%
PRI,E30D11,VERACRUZ,COATZACOALCOS,19.90%,0.0381,13.63%,27.37%,0.00%
PT,E30D11,VERACRUZ,COATZACOALCOS,0.83%,0.0065,0.00%,2.11%,0.00%
PVEM,E30D11,VERACRUZ,COATZACOALCOS,2.60%,0.0225,0.00%,7.00%,0.00%
RSP,E30D11,VERACRUZ,COATZACOALCOS,0.88%,0.0101,0.00%,2.85%,0.00%
ES,E30D12,VERACRUZ,VERACRUZ,2.25%,0.0267,0.00%,7.48%,0.00%
MC,E30D12,VERACRUZ,VERACRUZ,3.51%,0.0085,2.11%,5.18%,0.00%
MORENA,E30D12,VERACRUZ,VERACRUZ,44.36%,0.0459,36.81%,53.36%,63.35%
PAN,E30D12,VERACRUZ,VERACRUZ,44.56%,0.1508,19.75%,74.11%,36.65%
RSP,E30D12,VERACRUZ,VERACRUZ,0.85%,0.0085,0.00%,2.53%,0.00%
ES,E30D13,VERACRUZ,HUATUSCO,1.60%,0.0363,0.00%,8.73%,0.00%
MC,E30D13,VERACRUZ,HUATUSCO,4.14%,0.0108,2.37%,6.25%,0.00%
MORENA,E30D13,VERACRUZ,HUATUSCO,35.74%,0.0072,34.55%,37.16%,60.17%
PAN,E30D13,VERACRUZ,HUATUSCO,40.68%,0.0881,26.18%,57.96%,39.83%
PT,E30D13,VERACRUZ,HUATUSCO,2.69%,0.0054,1.81%,3.75%,0.00%
PVEM,E30D13,VERACRUZ,HUATUSCO,7.34%,0.0578,0.00%,18.67%,0.00%
RSP,E30D13,VERACRUZ,HUATUSCO,3.97%,0.0078,2.69%,5.50%,0.00%
ES,E30D14,VERACRUZ,MINATITLAN,1.67%,0.0383,0.00%,9.17%,0.00%
MC,E30D14,VERACRUZ,MINATITLAN,3.85%,0.0153,1.33%,6.84%,0.00%
PRD,E30D14,VERACRUZ,MINATITLAN,27.98%,0.0661,17.12%,40.93%,0.03%
PVEM,E30D14,VERACRUZ,MINATITLAN,61.12%,0.0705,49.53%,74.93%,99.97%
RSP,E30D14,VERACRUZ,MINATITLAN,1.23%,0.0076,0.00%,2.72%,0.00%
ES,E30D15,VERACRUZ,ORIZABA,1.84%,0.0362,0.00%,8.93%,0.00%
MC,E30D15,VERACRUZ,ORIZABA,4.26%,0.0079,2.96%,5.80%,0.00%
MORENA,E30D15,VERACRUZ,ORIZABA,51.31%,0.0652,40.59%,64.08%,97.45%
PRI,E30D15,VERACRUZ,ORIZABA,31.54%,0.0545,22.57%,42.22%,2.55%
RSP,E30D15,VERACRUZ,ORIZABA,1.63%,0.0180,0.00%,5.15%,0.00%
ES,E30D16,VERACRUZ,CORDOBA,2.26%,0.0346,0.00%,9.04%,0.00%
MC,E30D16,VERACRUZ,CORDOBA,4.37%,0.0156,1.81%,7.42%,0.00%
MORENA,E30D16,VERACRUZ,CORDOBA,54.63%,0.0683,43.40%,68.01%,93.61%
PRI,E30D16,VERACRUZ,CORDOBA,35.25%,0.0698,23.77%,48.92%,6.39%
RSP,E30D16,VERACRUZ,CORDOBA,1.73%,0.0144,0.00%,4.54%,0.00%
ES,E30D17,VERACRUZ,COSAMALOAPAN,2.25%,0.0384,0.00%,9.77%,0.00%
MC,E30D17,VERACRUZ,COSAMALOAPAN,3.02%,0.0141,0.69%,5.79%,0.00%
PAN,E30D17,VERACRUZ,COSAMALOAPAN,39.23%,0.0717,27.44%,53.28%,25.37%
PVEM,E30D17,VERACRUZ,COSAMALOAPAN,51.02%,0.0697,39.55%,64.68%,74.63%
RSP,E30D17,VERACRUZ,COSAMALOAPAN,2.51%,0.0152,0.00%,5.49%,0.00%
ES,E30D18,VERACRUZ,ZONGOLICA,0.84%,0.0315,0.00%,7.01%,0.00%
MC,E30D18,VERACRUZ,ZONGOLICA,5.62%,0.0092,4.11%,7.42%,0.00%
MORENA,E30D18,VERACRUZ,ZONGOLICA,38.18%,0.0153,35.66%,41.18%,62.78%
PRD,E30D18,VERACRUZ,ZONGOLICA,38.83%,0.0581,29.27%,50.22%,37.22%
PT,E30D18,VERACRUZ,ZONGOLICA,2.34%,0.0078,1.06%,3.88%,0.00%
PVEM,E30D18,VERACRUZ,ZONGOLICA,5.77%,0.0552,0.00%,16.59%,0.00%
RSP,E30D18,VERACRUZ,ZONGOLICA,1.57%,0.0151,0.00%,4.53%,0.00%
ES,E30D19,VERACRUZ,SAN ANDRES TUXTLA,2.93%,0.0347,0.00%,9.73%,0.00%
MC,E30D19,VERACRUZ,SAN ANDRES TUXTLA,3.77%,0.0130,1.64%,6.31%,0.00%
MORENA,E30D19,VERACRUZ,SAN ANDRES TUXTLA,50.96%,0.0494,42.83%,60.65%,92.83%
PRD,E30D19,VERACRUZ,SAN ANDRES TUXTLA,36.96%,0.0534,28.18%,47.44%,7.17%
RSP,E30D19,VERACRUZ,SAN ANDRES TUXTLA,2.36%,0.0161,0.00%,5.52%,0.00%
ES,E30D2,VERACRUZ,TANTOYUCA,0.86%,0.0392,0.00%,8.54%,0.00%
MC,E30D2,VERACRUZ,TANTOYUCA,3.83%,0.0083,2.47%,5.45%,0.00%
PAN,E30D2,VERACRUZ,TANTOYUCA,46.22%,0.0735,34.13%,60.64%,65.24%
PVEM,E30D2,VERACRUZ,TANTOYUCA,36.71%,0.0625,26.44%,48.95%,34.76%
RSP,E30D2,VERACRUZ,TANTOYUCA,2.21%,0.0228,0.00%,6.67%,0.00%
ES,E30D20,VERACRUZ,COSOLEACAQUE,0.85%,0.0386,0.00%,8.43%,0.00%
MC,E30D20,VERACRUZ,COSOLEACAQUE,3.10%,0.0113,1.24%,5.31%,0.00%
MORENA,E30D20,VERACRUZ,COSOLEACAQUE,47.54%,0.0174,44.69%,50.95%,96.00%
